anger_531_bea_0060|anyway no one saw her like that
anger_532_bea_0322|this is a common experience with all of us
anger_533_bea_0316|we had been chased by them ourselves more than once
anger_534_bea_0134|he obeyed the pressure of her hand
anger_535_bea_0287|keep an eye on him
anger_536_bea_0028|robbery bribery fraud 
anger_537_bea_0099|a maddening joy pounded in his brain
anger_538_bea_0161|take away their foreman and they wouldnt be worth their grub
anger_539_bea_0147|a moment before he was intoxicated by a joy that was almost madness
anger_540_bea_0136|about him everywhere were the evidences of luxury and of age
anger_541_bea_0234|why the average review is more nauseating than cod liver oil
anger_542_bea_0026|it occurred to me that there would have to be an accounting
anger_543_bea_0294|he had been foiled in his attempt to escape
anger_544_bea_0011|if i ever needed a fighter in my life i need one now
anger_545_bea_0321|the log on which lopear was lying got adrift
anger_546_bea_0054|there was nothing on the rock
anger_547_bea_0154|he was smoothshaven and his hair and eyes were black
anger_548_bea_0221|i dont know why youre here at all
anger_549_bea_0252|obrien had been a clean living young man with ideals
anger_550_bea_0050|in spite of their absurdity the words affected philip curiously
anger_551_bea_0202|she turned fearing that jacques might see what was in her face
anger_552_bea_0142|such things had occurred before he told philip
anger_553_bea_0037|i was the only one who remained sitting
anger_554_bea_0239|he cried in such genuine dismay that she broke into hearty laughter
anger_555_bea_0304|i graduated last of my class
anger_556_bea_0061|philip snatched at the letter which gregson held out to him
anger_557_bea_0047|close beside him gleamed the white fangs of the wolfdog
anger_558_bea_0292|here in the midmorning the first casualty occurred
anger_559_bea_0067|surely i will excuse you she cried
anger_560_bea_0267|eli harding asked as shunk started to follow
anger_561_bea_0072|but who was eileens double
anger_562_bea_0263|joan looked triumphantly at sheldon who bowed
anger_563_bea_0162|thats the subforeman explained thorpe
anger_564_bea_0209|it was not a large lake and almost round
anger_565_bea_0079|it was a large canoe
anger_566_bea_0243|i only read the quotations
anger_567_bea_0284|there was no forecasting this strange girls processes
anger_568_bea_0325|whizzipbang lopear screamed with sudden anguish
anger_569_bea_0166|two days ago jeanne learned where her fathers men were hiding
anger_571_bea_0270|and after the bath a shave would not be bad
anger_572_bea_0223|my im almost homesick for it already
anger_574_bea_0198|sometimes her dreams were filled with visions
anger_575_bea_0160|you want to go over and see his gang throw dirt
anger_576_bea_0330|redeye never committed a more outrageous deed
anger_577_bea_0286|give them their choice between a fine or an official whipping
anger_578_bea_0038|well have to watch our chances
anger_579_bea_0105|only it is so wonderful so almost impossible to believe
anger_580_bea_0275|there are no kiddies and half grown youths among them
anger_581_bea_0108|he waded into the edge of the water and began scrubbing himself
anger_582_bea_0008|gad your letter came just in time
anger_583_bea_0212|fresh cases still able to walk they clustered about the spokesman
anger_584_bea_0096|perhaps she had already met her fate a little deeper in the forest
anger_585_bea_0071|what was the object of your little sensation
anger_586_bea_0296|bassett was a fastidious man
anger_587_bea_0083|a shadow was creeping over pierres eyes
anger_588_bea_0228|but it contributed to the smash
anger_589_bea_0081|what if she did not come to the rock
anger_590_bea_0088|he made sure that the magazine was loaded and resumed his paddling
anger_591_bea_0283|the woman in you is only incidental accidental and irrelevant
anger_592_bea_0203|they were following the shore of a lake
anger_594_bea_0254|straight out they swam their heads growing smaller and smaller
anger_595_bea_0235|his voice was passionately rebellious
anger_596_bea_0165|they are to attack your camp tomorrow night
anger_597_bea_0229|the last one i knew was an overseer
anger_598_bea_0276|oolong atoll was one hundred and forty miles in circumference
anger_599_bea_0036|she turned in at the hotel
anger_600_bea_0218|the ringing of the big bell aroused him
anger_601_bea_0247|they ought to pass here some time today
anger_602_bea_0240|wash your hands of me
anger_603_bea_0242|i saw it when she rolled
anger_604_bea_0123|she had died from cold and starvation
anger_605_bea_0133|philip began to feel that he had foolishly overestimated his strength
anger_606_bea_0145|i have to be careful of them as they tear very easily
anger_607_bea_0257|they are coming ashore whoever they are
anger_608_bea_0059|his immaculate appearance was gone
anger_609_bea_0095|a big canvas tent was the first thing to come within his vision
anger_610_bea_0033|he unfolded a long typewritten letter and handed it to gregson
anger_611_bea_0163|philip made no effort to follow
anger_612_bea_0264|and i hope youve got plenty of chain out captain young
anger_613_bea_0042|how could he explain his possession of the sketch
anger_614_bea_0167|i was near the cabin and saw you
anger_615_bea_0206|he says he bought him of jacques le beau
anger_616_bea_0024|it was my reports from the north which chiefly induced people to buy
anger_617_bea_0211|it drowned all sound that brute agony and death may have made
anger_618_bea_0225|i was brought up the way most girls in hawaii are brought up
anger_619_bea_0207|how much was it
anger_620_bea_0268|now go ahead and tell me in a straightforward way what has happened
anger_621_bea_0121|they ate dinner at the fifth and rested for two hours
anger_622_bea_0068|in a flash philip followed its direction
anger_623_bea_0104|she was sleeping under his protection as sweetly as a child
anger_624_bea_0335|redeye swung back and forth on the branch farther down
anger_625_bea_0318|production is doubling and quadrupling upon itself
anger_627_bea_0114|her words sent a strange chill through philip
anger_629_bea_0258|soaked in seawater they offset the heat rays
anger_630_bea_0143|ah i had forgotten he exclaimed
anger_631_bea_0317|he was a wise hyena
anger_632_bea_0310|massage under tension was the cryptic reply
anger_633_bea_0129|her face was against his breast
anger_634_bea_0231|the resident commissioner is away in australia
anger_635_bea_0220|a dead man is of no use on a plantation
anger_636_bea_0306|he was pressing beyond the limits of his vocabulary
anger_637_bea_0251|i may manage to freight a cargo back as well
anger_638_bea_0046|the girl faced him her eyes shining with sudden fear
anger_639_bea_0150|goodbye pierre he shouted
anger_640_bea_0022|hardly were our plans made public before we were met by powerful opposition
anger_641_bea_0280|ill be out of my head in fifteen minutes
anger_642_bea_0084|scarcely had he uttered the name when pierres closing eyes shot open
anger_643_bea_0262|they wouldnt be sweeping a big vessel like the martha
anger_644_bea_0009|he turned sharply and faced gregson across the table
anger_645_bea_0035|he stopped and philip nodded at the horrified question in his eyes
anger_646_bea_0326|cherokee identified himself with his instinct
anger_647_bea_0053|suddenly his fingers closed tightly over the handkerchief
anger_648_bea_0273|they are big trees and require plenty of room
anger_649_bea_0049|gregson was asleep when he reentered the cabin
anger_650_bea_0197|such a dog the wise driver kills or turns loose
anger_651_bea_0233|i never allow what cant be changed to annoy me
anger_652_bea_0112|he was wounded in the arm
anger_653_bea_0100|you must sleep he urged
anger_654_bea_0051|the lace was of a delicate ivory color faintly tinted with yellow
anger_655_bea_0222|what part of the united states is your home
anger_656_bea_0024|it was my reports from the north which chiefly induced people to buy
anger_657_bea_0030|i had faith in them
anger_658_bea_0063|yes it was a man who asked a stranger
anger_659_bea_0277|mccoy found a stifling poisonous atmosphere in the pent cabin
anger_660_bea_0080|what if jeanne failed him
anger_661_bea_0290|one by one the boys were captured
anger_662_bea_0118|pierre obeys me when we are together
anger_663_bea_0272|you can take a vacation on pay
anger_664_bea_0089|the nightglow was treacherous to shoot by
anger_665_bea_0295|and twenty men could hold it with spears and arrows
anger_666_bea_0278|it would give me nervous prostration
anger_667_bea_0230|do you know any good land around here
anger_668_bea_0075|there has been a change she interrupted him
anger_669_bea_0274|and raoul listened again to the tale of the house
anger_670_bea_0135|i am going to surprise father and you will go with pierre
anger_671_bea_0152|philip thrust himself against it and entered
anger_672_bea_0069|it was his intention to return to eileen and her father
anger_673_bea_0076|the gray eyes faltered the flush deepened
anger_674_bea_0064|the fourth and fifth days passed without any developments
anger_675_bea_0146|of course that is uninteresting she continued
anger_676_bea_0056|pearces little eyes were fixed on him shrewdly
anger_677_bea_0023|a combination of canadian capital quickly organized and petitioned for the same privileges
anger_678_bea_0232|i cannot follow you she said
anger_679_bea_0074|and now down there eileen was waiting for him
anger_680_bea_0122|two years ago i gave up civilization for this
anger_681_bea_0126|each day she became a more vital part of him
anger_682_bea_0312|it lived in perpetual apprehension of that quarter of the compass
anger_683_bea_0031|they were three hundred yards apart
anger_684_bea_0250|he had observed the business life of hawaii and developed a vaulting ambition
anger_685_bea_0066|he saw jeanne falter for a moment
anger_686_bea_0201|he cried and swung the club wildly
anger_687_bea_0045|he moved away as quietly as he had come
anger_688_bea_0314|thus was momentum gained in the younger world
anger_689_bea_0127|it was a temptation but he resisted it
anger_691_bea_0013|he was a head shorter than his companion of almost delicate physique
anger_692_bea_0323|he considered the victory already his and stepped forward to the meat
anger_693_bea_0153|macdougall tapped his forehead suspiciously with a stubby forefinger
anger_694_bea_0320|with my strength i slammed it full into redeyes face
anger_695_bea_0005|will we ever forget it
anger_696_bea_0159|they look as though he had been drumming a piano all his life
anger_697_bea_0020|clubs and balls and cities grew to be only memories
anger_698_bea_0299|i tell you i am disgusted with this adventure tomfoolery and rot
anger_699_bea_0216|the other felt a sudden wave of irritation rush through him
anger_700_bea_0241|i think its much nicer to quarrel
anger_701_bea_0238|it happened to him at the gallina society in oakland one afternoon
anger_702_bea_0261|i have been doubly baptized
anger_703_bea_0313|brokentooth yelled with fright and pain
anger_704_bea_0249|all eyes however were staring at him in certitude of expectancy
anger_705_bea_0119|jeanne was turning the bow shoreward
anger_706_bea_0215|they die out of spite
anger_707_bea_0300|from my earliest recollection my sleep was a period of terror
anger_708_bea_0156|a strange fire burned in his eyes when thorpe turned
anger_709_bea_0070|he would first hunt up gregson and begin his work there
anger_710_bea_0101|you you would not keep the truth from me
anger_711_bea_0040|i suppose you wonder why she is coming up here
anger_712_bea_0245|out of his eighteen hundred he laid aside sixteen hundred each year
anger_713_bea_0281|i do not blame you for anything remember that
anger_714_bea_0255|you wont die of malnutrition be sure of that
anger_715_bea_0217|oppressive as the heat had been it was now even more oppressive
anger_716_bea_0285|but what they want with your toothbrush is more than i can imagine
anger_717_bea_0213|between him and the beach was the canegrass fence of the compound
anger_718_bea_0210|its diameter was not more than two hundred yards
anger_719_bea_0149|for an instant he saw pierre drawn like a silhouette against the sky
anger_720_bea_0052|it was a curious coincidence
anger_721_bea_0334|hell knock you off a few sticks in no time
anger_722_bea_0199|thus had the raw wilderness prepared him for this day
anger_723_bea_0246|you have heard always how he was the lover of the princess naomi
anger_724_bea_0034|men of seldens stamp dont stop at women and children
anger_725_bea_0092|he went down in midstream searching the shadows of both shores
anger_726_bea_0155|wont you draw up gentlemen
anger_727_bea_0305|they had no fixed values to be altered by adjectives and adverbs
anger_728_bea_0019|i followed the line of the proposed railroad looking for chances
anger_729_bea_0128|this one hope was destroyed as quickly as it was born
anger_730_bea_0303|but they make the mistake of ignoring their own duality
anger_731_bea_0328|the fire people like ourselves lived in caves
anger_732_bea_0308|his infernal chattering worries me even now as i think of it
anger_733_bea_0158|does that look good
anger_734_bea_0082|his face was streaming with blood
anger_735_bea_0094|he had barely entered this when he saw the glow of a fire
anger_736_bea_0010|im playing a single hand in what looks like a losing game
anger_737_bea_0168|low bush whipped him in the face and left no sting
anger_739_bea_0151|and macdougall was beyond the trail with three weeks to spare
anger_740_bea_0029|their forces were already moving into the north country
anger_741_bea_0125|he was determined now to maintain a more certain hold upon himself
anger_742_bea_0282|if you mean to insinuate  brentwood began hotly
anger_743_bea_0208|youth had come back to her freed from the yoke of oppression
anger_744_bea_0041|meanwhile ill go out to breathe a spell
anger_745_bea_0324|it was not redeyes way to forego revenge so easily
anger_746_bea_0090|the singing voice approached rapidly
anger_747_bea_0106|the emotion which she had suppressed burst forth now in a choking sob
anger_748_bea_0227|it was the same way with our revolvers and rifles
anger_749_bea_0109|do you know that you are shaking my confidence in you
anger_750_bea_0116|was it the rendezvous of those who were striving to work his ruin
anger_751_bea_0333|this is no place for you
anger_752_bea_0086|death had come with terrible suddenness
anger_753_bea_0131|providence had delivered him through the maelstrom
anger_754_bea_0315|saxon waited for she knew a fresh idea had struck billy
anger_755_bea_0271|now please give a plain statement of what occurred
anger_756_bea_0003|for the twentieth time that evening the two men shook hands
anger_757_bea_0058|i came for information more out of curiosity than anything else
anger_758_bea_0336|so unexpected was my charge that i knocked him off his feet
anger_759_bea_0157|he had worshiped her as dante might have worshiped beatrice
anger_760_bea_0200|he leapt again and the club caught him once more
anger_762_bea_0004|lord but im glad to see you again phil
anger_763_bea_0311|therefore hurrah for the game
anger_764_bea_0219|at first he puzzled over something untoward he was sure had happened
anger_765_bea_0164|he came first a year ago and revealed himself to jeanne
anger_766_bea_0130|she was his now forever
anger_767_bea_0002|not at this particular case tom apologized whittemore
anger_768_bea_0298|this tacit promise of continued acquaintance gave saxon a little joythrill
anger_769_bea_0091|his blood grew hot with rage at the thought
anger_770_bea_0120|my right foot feels like that of a chinese debutante
anger_771_bea_0107|if you only could know how i thank you
anger_772_bea_0260|nobody knew his history they of the junta least of all
anger_773_bea_0288|those are my oysters he said at last
anger_774_bea_0087|philip bent lower and stared into the face of the dead man
anger_775_bea_0048|he looked at the handkerchief more closely
anger_776_bea_0256|see the length of the body and that elongated neck
anger_777_bea_0148|now these things had been struck dead within him
anger_778_bea_0115|he had no excuse for the feelings which were aroused in him
anger_779_bea_0007|and you always want to see it in the superlative degree
anger_780_bea_0111|instead he joined her and they ate like two hungry children
anger_783_bea_0044|her own betrayal of herself was like tonic to philip
anger_784_bea_0309|white leghorns said mrs mortimer
anger_785_jenie_0093|for a full minute he crouched and listened
anger_786_jenie_0098|shall i carry you
anger_787_jenie_0457|what i saw i could not at first believe
anger_788_jenie_0039|the ship should be in within a week or ten days
anger_789_jenie_0140|accept a fathers blessing and with it this
anger_790_jenie_0398|in the car were unwin and harrison while jones sat with the chauffeur
anger_791_jenie_0518|illuminating oil was becoming all profit
anger_792_jenie_0175|down there the earth was already swelling with life
anger_793_jenie_0001|author of the danger trail philip steels etc
anger_794_jenie_0467|and so early in the voyage too
anger_795_jenie_0180|if not lets say our prayers and go to bed
anger_796_jenie_0455|i obeyed and a minute or two later they stood before him
anger_797_jenie_0014|now youre coming down to business phil he exclaimed
anger_798_jenie_0155|wont you draw up gentlemen
anger_799_jenie_0293|they were deep in the primeval forest
anger_800_jenie_0266|they handled two men already both grubthieves
anger_801_jenie_0214|besides he was paid one case of tobacco per head
anger_802_jenie_0012|gregson shoved back his chair and rose to his feet
anger_803_jenie_0529|as i say he had tapped the message very rapidly
anger_804_jenie_0369|in partnership with daylight the pair raided the san jose interurban
anger_805_jenie_0319|and the edinburgh evening news says with editorial gloom
anger_806_jenie_0065|they closed now until his fingers were like cords of steel
anger_807_jenie_0078|then and at supper he tried to fathom her
anger_808_jenie_0016|theres fort churchill a rifleshot beyond the ridge asleep
anger_809_jenie_0244|he was the soul of devotion to his employers
anger_810_jenie_0015|its the aurora borealis
anger_811_jenie_0375|the butchers and meat cutters refused to handle meat destined for unfair restaurants
anger_812_jenie_0187|ahead of them they saw a glimmer of sunshine
anger_813_jenie_0499|and right there i saw and knew it all
anger_814_jenie_0204|the wolfdog thrust his gaunt muzzle toward him
anger_815_jenie_0353|here the explosion of mirth drowned him out
anger_816_jenie_0289|they are not regular oyster pirates nicholas continued
anger_817_jenie_0331|poor little crookedleg was terribly scared
anger_818_jenie_0460|i had forgotten their existence
anger_819_jenie_0508|soon shall it be thrust back from off prostrate humanity
anger_820_jenie_0142|such things had occurred before he told philip
anger_821_jenie_0505|we fished sharks on niihau together
anger_822_jenie_0021|it fairly clubbed me into recognizing it
anger_823_jenie_0006|god bless em i hope ill go on seeing them forever
anger_824_jenie_0158|does that look good
anger_825_jenie_0259|think of investing in such an adventure
anger_826_jenie_0032|since then some mysterious force has been fighting us at every step
anger_827_jenie_0496|and tom king patiently endured
anger_828_jenie_0494|obrien took off his coat and bared his right arm
anger_829_jenie_0483|beyond dispute corry hutchinson had married mabel holmes
anger_830_jenie_0385|thats what carnegie did
anger_831_jenie_0226|that came before my a b cs
anger_832_jenie_0478|also she has forbidden them smoking their pipes in the afterroom
anger_833_jenie_0269|thats where they cut off the scottish chiefs and killed all hands
anger_834_jenie_0139|he told himself that as he washed himself and groomed his disheveled clothes
anger_835_jenie_0190|next to them the canada jays were most persistent
anger_836_jenie_0055|philip stood undecided his ears strained to catch the slightest sound
anger_837_jenie_0486|for the rest he was a mere automaton
anger_838_jenie_0461|ah we were very close together in that moment
anger_839_jenie_0062|the men stared into each others face
anger_840_jenie_0524|at once would be instituted a dozen cooperative commonwealth states
anger_841_jenie_0402|curly rushed her antagonist who struck again and leaped aside
anger_842_jenie_0113|i suppose you picked that lingo up among the indians
anger_843_jenie_0025|i was about to do this when cooler judgment prevailed
anger_844_jenie_0301|but all my dreams violated this law
anger_845_jenie_0463|they are his tongue by which he makes his knowledge articulate
anger_846_jenie_0307|very early in my life i separated from my mother
anger_847_jenie_0077|it is the fire partly she said
anger_848_jenie_0447|ah it is growing dark and darker
anger_849_jenie_0490|both johnny and his mother shuffled their feet as they walked
anger_850_jenie_0453|eighteen hundred he calculated
anger_851_jenie_0138|in the picture he saw each moment a greater resemblance to jeanne
anger_852_jenie_0265|the discovery seemed to have been made on the spur of the moment
anger_853_jenie_0043|it seemed nearer to him since he had seen and talked with gregson
anger_854_jenie_0124|it was jeanne singing softly over beyond the rocks
anger_855_jenie_0018|there was a change now
anger_856_jenie_0417|it is also an insidious deceitful sun
anger_857_jenie_0102|he will follow us soon
anger_858_jenie_0327|they were less stooped than we less springy in their movements
anger_859_jenie_0511|there is more behind this than a mere university ideal
anger_860_jenie_0097|then you can arrange yourself comfortably among these robes in the bow
anger_861_jenie_0302|it is very plausible to such people a most convincing hypothesis
anger_862_jenie_0027|to my surprise he began to show actual enthusiasm in my favor
anger_863_jenie_0404|perrault found one with head buried in the grub box
anger_864_jenie_0157|he had worshiped her as dante might have worshiped beatrice
anger_865_jenie_0017|from that moment his friendship for belize turns to hatred and jealousy
anger_866_jenie_0194|he drank of the water cautiously
anger_867_jenie_0237|so hughie and i did the managing ourselves
anger_868_jenie_0380|but in the canyons water was plentiful and also a luxuriant forest growth
anger_869_jenie_0248|i had been sad too long already
anger_871_jenie_0205|from now on were pals
anger_872_jenie_0451|i noticed blood spouting from kerfoots left hand
anger_873_jenie_0110|much replied jeanne as tersely
anger_874_jenie_0493|the boy obrien was specially maltreated
anger_875_jenie_0146|of course that is uninteresting she continued
anger_876_jenie_0329|ah indeed
anger_877_jenie_0236|dont you see i hate you
anger_878_jenie_0462|but she swung obediently on her heel into the wind
anger_879_jenie_0137|then he stepped back with a low cry of pleasure
anger_880_jenie_0383|to his surprise her answer was flat and uncompromising
anger_881_jenie_0152|philip thrust himself against it and entered
anger_882_jenie_0103|but there came no promise from the bow of the canoe
anger_883_jenie_0481|nimrod replied with a slight manifestation of sensitiveness
anger_884_jenie_0168|low bush whipped him in the face and left no sting
anger_885_jenie_0073|the promoters eyes were heavy with little puffy bags under them
anger_886_jenie_0297|theres a big english general right now whose name is roberts
anger_887_jenie_0057|i have no idea replied philip
anger_888_jenie_0291|the weeks had gone by and no overt acts had been attempted
anger_889_jenie_0132|a cry of joy burst from philips lips
anger_890_jenie_0060|anyway no one saw her like that
anger_891_jenie_0495|he bore no grudges and had few enemies
anger_892_jenie_0504|he was an athlete and a giant
anger_893_jenie_0322|this is a common experience with all of us
anger_894_jenie_0316|we had been chased by them ourselves more than once
anger_895_jenie_0134|he obeyed the pressure of her hand
anger_896_jenie_0287|keep an eye on him
anger_897_jenie_0028|robbery bribery fraud 
anger_898_jenie_0441|violent life and athletic sports had never appealed to me
anger_899_jenie_0099|a maddening joy pounded in his brain
anger_900_jenie_0430|nevertheless we found ourselves once more in the high seat of abundance
anger_901_jenie_0423|mcveigh when he returns from a trip to honolulu
anger_902_jenie_0136|about him everywhere were the evidences of luxury and of age
anger_903_jenie_0234|why the average review is more nauseating than cod liver oil
anger_904_jenie_0407|mercedes screamed cried laughed and manifested the chaotic abandonment of hysteria
anger_905_jenie_0469|the eastern heavens were equally spectacular
anger_906_jenie_0026|it occurred to me that there would have to be an accounting
anger_907_jenie_0472|he is too keenly intelligent too sharply sensitive successfully to endure
anger_908_jenie_0294|he had been foiled in his attempt to escape
anger_909_jenie_0011|if i ever needed a fighter in my life i need one now
anger_910_jenie_0321|the log on which lopear was lying got adrift
anger_911_jenie_0054|there was nothing on the rock
anger_912_jenie_0391|but he reconciled himself to it by an act of faith
anger_913_jenie_0221|i dont know why youre here at all
anger_914_jenie_0425|otherwise no restriction is put upon their seafaring
anger_915_jenie_0196|he began to follow the footprints of the dog
anger_916_jenie_0252|obrien had been a clean living young man with ideals
anger_917_jenie_0050|in spite of their absurdity the words affected philip curiously
anger_918_jenie_0037|i was the only one who remained sitting
anger_919_jenie_0506|the claudine was leaving next morning for honolulu
anger_920_jenie_0239|he cried in such genuine dismay that she broke into hearty laughter
anger_921_jenie_0304|i graduated last of my class
anger_922_jenie_0487|the river bared its bosom and snorting steamboats challenged the wilderness
anger_923_jenie_0413|but i am at the end of my resources
anger_924_jenie_0061|philip snatched at the letter which gregson held out to him
anger_925_jenie_0047|close beside him gleamed the white fangs of the wolfdog
anger_926_jenie_0156|a strange fire burned in his eyes when thorpe turned
anger_927_jenie_0464|between the rush of the cascades streaks of rust showed everywhere
anger_928_jenie_0292|here in the midmorning the first casualty occurred
anger_929_jenie_0067|surely i will excuse you she cried
anger_930_jenie_0267|eli harding asked as shunk started to follow
anger_931_jenie_0072|but who was eileens double
anger_932_jenie_0263|joan looked triumphantly at sheldon who bowed
anger_933_jenie_0209|it was not a large lake and almost round
anger_934_jenie_0439|at sea wednesday march 18 1908
anger_935_jenie_0079|it was a large canoe
anger_936_jenie_0195|but a strange thing happened
anger_937_jenie_0243|i only read the quotations
anger_938_jenie_0284|there was no forecasting this strange girls processes
anger_939_jenie_0177|she had been thoroughly and efficiently mauled
anger_940_jenie_0325|whizzipbang lopear screamed with sudden anguish
anger_941_jenie_0519|such an act was in direct violation of the laws of the land
anger_942_jenie_0270|and after the bath a shave would not be bad
anger_943_jenie_0223|my im almost homesick for it already
anger_944_jenie_0428|it was not exactly a deportation
anger_945_jenie_0198|sometimes her dreams were filled with visions
anger_946_jenie_0341|why doggone you all shake again
anger_947_jenie_0330|redeye never committed a more outrageous deed
anger_948_jenie_0356|you dont catch me at any such foolishness
anger_949_jenie_0286|give them their choice between a fine or an official whipping
anger_950_jenie_0038|well have to watch our chances
anger_951_jenie_0337|encouraged by my conduct bigface became a sudden ally
anger_952_jenie_0105|only it is so wonderful so almost impossible to believe
anger_953_jenie_0275|there are no kiddies and half grown youths among them
anger_954_jenie_0108|he waded into the edge of the water and began scrubbing himself
anger_955_jenie_0532|may drought destroy your crops
anger_956_jenie_0188|two gigantic owls were tearing at the carcass
anger_957_jenie_0008|gad your letter came just in time
anger_958_jenie_0212|fresh cases still able to walk they clustered about the spokesman
anger_959_jenie_0339|they obeyed him and went here and there at his commands
anger_960_jenie_0435|what do you mean by this outrageous conduct
anger_961_jenie_0096|perhaps she had already met her fate a little deeper in the forest
anger_962_jenie_0071|what was the object of your little sensation
anger_963_jenie_0296|bassett was a fastidious man
anger_964_jenie_0363|it is not an attempt to smash the market
anger_965_jenie_0083|a shadow was creeping over pierres eyes
anger_966_jenie_0228|but it contributed to the smash
anger_967_jenie_0192|he did not rush in
anger_968_jenie_0081|what if she did not come to the rock
anger_969_jenie_0088|he made sure that the magazine was loaded and resumed his paddling
anger_970_jenie_0521|without them he could not run his empire
anger_971_jenie_0400|manuel had one besetting sin
anger_972_jenie_0416|the added weight had a velocity of fifteen miles per hour
anger_973_jenie_0422|halfway around the track one donkey got into an argument with its rider
anger_974_jenie_0401|the man smiled grimly and brought a hatchet and a club
anger_975_jenie_0283|the woman in you is only incidental accidental and irrelevant
anger_976_jenie_0203|they were following the shore of a lake
anger_977_jenie_0409|he could feel a new stir in the land
anger_978_jenie_0364|we have plenty of capital ourselves and yet we want more
anger_979_jenie_0185|the questions may have come vaguely in his mind
anger_980_jenie_0432|the boy at the wheel lost his head
anger_981_jenie_0427|enters now the psychology of the situation
anger_982_jenie_0352|im sure going along with you all elijah
anger_983_jenie_0254|straight out they swam their heads growing smaller and smaller
anger_984_jenie_0235|his voice was passionately rebellious
anger_985_jenie_0229|the last one i knew was an overseer
anger_986_jenie_0488|their love burned with increasing brightness
anger_987_jenie_0276|oolong atoll was one hundred and forty miles in circumference
anger_988_jenie_0485|each insult added to the value of the claim
anger_989_jenie_0036|she turned in at the hotel
anger_990_jenie_0507|in short my joyous individualism was dominated by the orthodox bourgeois ethics
anger_991_jenie_0218|the ringing of the big bell aroused him
anger_992_jenie_0520|he was fond of quoting a fragment from a certain poem
anger_993_jenie_0247|they ought to pass here some time today
anger_994_jenie_0240|wash your hands of me
anger_995_jenie_0242|i saw it when she rolled
anger_996_jenie_0123|she had died from cold and starvation
anger_997_jenie_0167|i was near the cabin and saw you
anger_998_jenie_0397|call me that again he murmured ecstatically
anger_999_jenie_0386|i cant argue with you and you know that
anger_1000_jenie_0133|philip began to feel that he had foolishly overestimated his strength
anger_1001_jenie_0257|they are coming ashore whoever they are
anger_1002_jenie_0394|its the strap hangers thatll keep us from going under
anger_1003_jenie_0059|his immaculate appearance was gone
anger_1004_jenie_0379|how old are you daddy
anger_1005_jenie_0426|they do not know the length of time of incubation
anger_1006_jenie_0095|a big canvas tent was the first thing to come within his vision
anger_1007_jenie_0479|i tried to read george moore last night and was dreadfully bored
anger_1008_jenie_0033|he unfolded a long typewritten letter and handed it to gregson
anger_1009_jenie_0264|and i hope youve got plenty of chain out captain young
anger_1010_jenie_0042|how could he explain his possession of the sketch
anger_1011_jenie_0514|we are consumed in our own fleshpots
anger_1012_jenie_0144|but there was something even more startling than this resemblance
anger_1013_jenie_0332|unconsciously our yells and exclamations yielded to this rhythm
anger_1014_jenie_0206|he says he bought him of jacques le beau
anger_1015_jenie_0491|and as in denial of guilt the onelegged boy replied
anger_1016_jenie_0515|but here amongst ourselves let us speak out
anger_1017_jenie_0176|for the first time in his life he was yearning for a scrap
anger_1018_jenie_0179|tomorrow im going after that bear he said
anger_1019_jenie_0211|it drowned all sound that brute agony and death may have made
anger_1020_jenie_0171|and when you come back in a few days bring eileen
anger_1021_jenie_0225|i was brought up the way most girls in hawaii are brought up
anger_1022_jenie_0193|it was edged with ice
anger_1023_jenie_0207|how much was it
anger_1024_jenie_0350|is that pat hanrahans mug looking hungry and willing
anger_1025_jenie_0268|now go ahead and tell me in a straightforward way what has happened
anger_1026_jenie_0440|yes sir i corrected
anger_1027_jenie_0121|they ate dinner at the fifth and rested for two hours
anger_1028_jenie_0068|in a flash philip followed its direction
anger_1029_jenie_0480|tom spink has a harpoon
anger_1030_jenie_0418|the portuguese boy crawled nearer and nearer
anger_1031_jenie_0448|i was hump cabin boy on the schooner ghost
anger_1032_jenie_0182|this time he did not yap for mercy
anger_1033_jenie_0104|she was sleeping under his protection as sweetly as a child
anger_1034_jenie_0335|redeye swung back and forth on the branch farther down
anger_1035_jenie_0424|obviously it was a disease that could be contracted by contact
anger_1036_jenie_0172|gregson had left the outer door slightly ajar
anger_1037_jenie_0318|production is doubling and quadrupling upon itself
anger_1038_jenie_0145|i have to be careful of them as they tear very easily
anger_1039_jenie_0117|she added with genuine sympathy in her face and voice
anger_1040_jenie_0163|philip made no effort to follow
anger_1041_jenie_0184|dont you see im chewing this thing in two
anger_1042_jenie_0114|her words sent a strange chill through philip
anger_1043_jenie_0389|mab she said
anger_1044_jenie_0150|goodbye pierre he shouted
anger_1045_jenie_0523|they could not continue their method of producing surpluses
anger_1046_jenie_0258|soaked in seawater they offset the heat rays
anger_1047_jenie_0415|it lasted as a deterrent for two days
anger_1048_jenie_0317|he was a wise hyena
anger_1049_jenie_0154|he was smoothshaven and his hair and eyes were black
anger_1050_jenie_0310|massage under tension was the cryptic reply
anger_1051_jenie_0129|her face was against his breast
anger_1052_jenie_0231|the resident commissioner is away in australia
anger_1053_jenie_0340|it was like the beating of hoofs
anger_1054_jenie_0220|a dead man is of no use on a plantation
anger_1055_jenie_0306|he was pressing beyond the limits of his vocabulary
anger_1056_jenie_0251|i may manage to freight a cargo back as well
anger_1057_jenie_0526|nowhere did the raw earth appear
anger_1058_jenie_0046|the girl faced him her eyes shining with sudden fear
